myAUC,avg_diff,power,avg_log2FC,pct.1,pct.2,cluster,gene
0.716,0.6669226401648884,0.43199999999999994,0.962165985622459,0.716,0.279,5,H2afz
0.715,0.9263030845386528,0.42999999999999994,1.3363728664240664,0.752,0.352,5,Rpl10
0.715,1.1332882048680584,0.42999999999999994,1.6349892730611044,0.691,0.267,5,Rpl35
0.714,0.20071480165083555,0.42799999999999994,0.28957024897467276,0.651,0.273,5,Kcnrg
0.714,0.34830044301932916,0.42799999999999994,0.5024913218834168,0.671,0.302,5,Gm21798
0.713,0.3580704049958271,0.42599999999999993,0.5165863975765839,0.615,0.228,5,Elavl2
0.713,0.9095356331283213,0.42599999999999993,1.3121825474260334,0.676,0.286,5,Rps9
0.713,0.6921118963483482,0.42599999999999993,0.9985064006020188,0.727,0.33,5,Sub1
0.713,0.8277869778001744,0.42599999999999993,1.1942441677847717,0.671,0.271,5,Rpl36al
0.712,0.4336745331884104,0.42399999999999993,0.6256600983907579,0.714,0.347,5,Slc7a6os
0.712,0.4515583544396181,0.42399999999999993,0.6514609986220177,0.711,0.338,5,Cops9
0.712,0.26298847231213396,0.42399999999999993,0.37941216481568163,0.686,0.31,5,Thyn1
0.712,0.22049563260061555,0.42399999999999993,0.31810795569058614,0.719,0.261,5,Anks1b
0.711,0.49964355676217165,0.42199999999999993,0.7208332815529082,0.699,0.326,5,Atox1
0.711,0.3649397000516511,0.42199999999999993,0.526496695488023,0.663,0.313,5,Fam126b
0.711,0.19265943976519673,0.42199999999999993,0.27794881832969764,0.633,0.266,5,Prpsap1
0.711,0.35698339591548167,0.42199999999999993,0.5150181749669629,0.6,0.242,5,A330032B11Rik
0.71,0.40574362515076356,0.41999999999999993,0.5853643158773172,0.643,0.268,5,Rac1
0.71,0.7956715910051638,0.41999999999999993,1.1479114585193806,0.673,0.236,5,Ran
0.71,0.9388942515481478,0.41999999999999993,1.3545380806276692,0.782,0.408,5,Eif1
0.71,1.1523960611161421,0.41999999999999993,1.66255608251223,0.711,0.3,5,Vsnl1
0.71,0.5284984028198173,0.41999999999999993,0.7624620248658884,0.635,0.224,5,Timm8b
0.71,0.26809527956215073,0.41999999999999993,0.3867797303100544,0.661,0.258,5,Cbx3
0.71,0.4183572834658523,0.41999999999999993,0.6035619781759631,0.694,0.317,5,Dtd1
0.709,0.20366541949285089,0.4179999999999999,0.2938270907029066,0.494,0.153,5,Mrps24
0.709,0.5600550883541272,0.4179999999999999,0.807988698593131,0.608,0.231,5,Tspyl1
0.709,1.0423348464113058,0.4179999999999999,1.5037713138633502,0.754,0.367,5,Aldoa
0.709,0.8633936704168427,0.4179999999999999,1.245613766645297,0.638,0.256,5,Set
0.708,0.35971612635017935,0.4159999999999999,0.5189606716131923,0.656,0.269,5,Rtl8b
0.708,0.8788242275019894,0.4159999999999999,1.267875354830191,0.699,0.32,5,Stmn2
0.708,0.6894512360072981,0.4159999999999999,0.9946678791224942,0.648,0.279,5,Ndufs5
0.708,0.5397797609668984,0.4159999999999999,0.7787375843191724,0.689,0.315,5,Ndufb4
0.707,0.20988846248683912,0.4139999999999999,0.3028050439695724,0.6,0.235,5,Fbxo9
0.707,0.19313720332137307,0.4139999999999999,0.27863808544290736,0.658,0.286,5,Timm13
0.707,0.7100183370827059,0.4139999999999999,1.02433993384945,0.673,0.259,5,Nop10
0.706,0.6340246205744525,0.4119999999999999,0.91470417590427,0.648,0.284,5,Tpi1
0.706,1.0072058809658238,0.4119999999999999,1.4530909296235912,0.666,0.263,5,Rpl36a
0.706,0.46406696235891054,0.4119999999999999,0.6695071052356074,0.656,0.278,5,Lamtor2
0.706,1.0745550761460763,0.4119999999999999,1.5502552795180051,0.668,0.345,5,Rpl9
0.706,0.6240931502602468,0.4119999999999999,0.9003760929332274,0.737,0.393,5,mt-Atp6
0.705,0.4948116206438308,0.4099999999999999,0.7138622712770866,0.603,0.261,5,Chchd6
0.705,0.19873479321808507,0.4099999999999999,0.286713700627822,0.759,0.46,5,Abce1
0.705,0.7245645876127755,0.4099999999999999,1.0453257373527083,0.605,0.237,5,Rpl12
0.705,1.1995009481809695,0.4099999999999999,1.7305140694822918,0.684,0.349,5,Rps15
0.704,0.20624090685947838,0.4079999999999999,0.2975427335546119,0.562,0.195,5,Tac1
0.704,0.44413835653018363,0.4079999999999999,0.6407562044346706,0.684,0.313,5,Eif5b
0.703,0.4829548958132388,0.4059999999999999,0.6967566331628035,0.658,0.302,5,Nkiras1
0.703,0.7470810464190403,0.4059999999999999,1.0778101208108861,0.716,0.325,5,Gm1673
0.703,0.4245028084128901,0.4059999999999999,0.6124280965407126,0.656,0.262,5,Gstm5
0.702,0.5322708547739688,0.4039999999999999,0.7679045225921346,0.719,0.347,5,Rack1
0.802,0.9020770509415953,0.6040000000000001,1.3014220878931806,0.79,0.327,6,1700034P13Rik
0.922,1.8183881867101115,0.8440000000000001,2.6233796193777534,0.98,0.38,7,mt-Co3
0.92,2.1975489909153536,0.8400000000000001,3.1703930313041266,0.959,0.35,7,mt-Nd1
0.917,2.12578320810075,0.8340000000000001,3.0668568923319843,0.959,0.352,7,mt-Cytb
0.912,1.990295809294644,0.8240000000000001,2.8713898939714677,0.967,0.349,7,mt-Nd4
0.912,2.0691497948047846,0.8240000000000001,2.985152147821282,0.952,0.352,7,mt-Co2
0.908,1.9619125082312419,0.8160000000000001,2.83044144628324,0.952,0.361,7,mt-Co1
0.905,1.6957047563240113,0.81,2.4463848427604793,0.964,0.371,7,mt-Atp6
0.877,1.8369003887631878,0.754,2.650087081475659,0.924,0.373,7,mt-Nd2
0.773,1.275305476973415,0.546,1.839876887248081,0.779,0.352,7,mt-Nd3
0.722,0.6904595576875454,0.44399999999999995,0.9961225798102078,0.621,0.185,7,Cck
0.778,0.8500617089247479,0.556,1.226379811915332,0.792,0.379,8,Apoe
0.768,0.9950204960062702,0.536,1.4355111351711232,0.776,0.365,8,Cst3
0.706,0.7030952547209142,0.4119999999999999,1.0143520372584263,0.722,0.391,9,Itih3
0.991,4.779473983344158,0.982,6.895323413828437,0.991,0.188,10,Nrg3
0.991,4.2444604008175295,0.982,6.123461971509034,0.996,0.426,10,Meg3
0.985,4.032671070825565,0.97,5.817914555416429,0.983,0.189,10,Ank3
0.979,4.358882146295386,0.958,6.288537656279794,0.983,0.256,10,Fam155a
0.979,4.53414106823833,0.958,6.541382833838424,0.983,0.313,10,Snhg11
0.976,4.919488240624876,0.952,7.097321288461081,0.979,0.216,10,Syt1
0.968,3.742588367776589,0.9359999999999999,5.399413678280004,0.974,0.323,10,Ube3a
0.967,3.4262011719941263,0.9339999999999999,4.942963439923882,0.966,0.166,10,Rims1
0.965,4.143225443059035,0.9299999999999999,5.977410799986247,0.962,0.17,10,Usp29
0.964,4.1578307284400235,0.9279999999999999,5.99848177277617,0.962,0.214,10,Cntnap2
0.963,5.107671801058214,0.9259999999999999,7.368812777875085,0.957,0.148,10,Nrg1
0.962,3.8226630564964283,0.9239999999999999,5.514937034596846,0.97,0.278,10,Csmd1
0.96,4.648726225660346,0.9199999999999999,6.70669427221065,0.953,0.152,10,Pcdh15
0.958,2.631174458684029,0.9159999999999999,3.795982343257153,0.983,0.319,10,Ctnna2
0.958,3.9538619915408546,0.9159999999999999,5.704217087555351,0.966,0.174,10,Opcml
0.957,3.122880914937261,0.9139999999999999,4.505364809266774,0.979,0.377,10,Dlg2
0.954,4.226299280709965,0.9079999999999999,6.097261013592861,0.953,0.115,10,Kcnb2
0.953,4.216322608382625,0.9059999999999999,6.082867717901631,0.944,0.196,10,Lrrtm4
0.952,3.833870426449316,0.9039999999999999,5.531105851649283,0.957,0.237,10,Tenm2
0.948,3.080170954539297,0.8959999999999999,4.4437473612040685,0.966,0.264,10,Anks1b
0.944,4.115407584308834,0.8879999999999999,5.9372781131191825,0.936,0.099,10,Gm26871
0.942,2.9651873062785175,0.8839999999999999,4.27786102207492,0.953,0.249,10,Ccser1
0.94,2.9167065140914312,0.8799999999999999,4.2079180236082445,0.966,0.264,10,Ralyl
0.937,3.1554353750989064,0.8740000000000001,4.552330967500799,0.957,0.3,10,Grm5
0.935,2.0906316169975803,0.8700000000000001,3.0161438661680844,0.966,0.394,10,Ttc3
0.935,4.160513786021238,0.8700000000000001,6.002352606643006,0.936,0.16,10,Lingo2
0.932,2.5579848060600012,0.8640000000000001,3.6903919943720807,0.936,0.207,10,Gria4
0.931,3.5819740695610705,0.8620000000000001,5.167696226748616,0.94,0.31,10,Rbfox1
0.93,2.8737344114832304,0.8600000000000001,4.145922384278821,0.949,0.225,10,Slc8a1
0.929,3.2356254983201205,0.8580000000000001,4.668020860600318,0.927,0.215,10,Xkr4
0.928,3.2077185413516447,0.8560000000000001,4.6277596321755965,0.927,0.153,10,Dscam
0.928,3.583109589738469,0.8560000000000001,5.169334436077376,0.936,0.34,10,Nrxn3
0.927,2.7981287932576606,0.8540000000000001,4.036846533801446,0.923,0.186,10,Snhg14
0.926,3.931481837073251,0.8520000000000001,5.67192934969061,0.919,0.121,10,Galntl6
0.923,2.686881006536674,0.8460000000000001,3.8763499035892073,0.932,0.323,10,Dpp6
0.919,3.586372681673084,0.8380000000000001,5.17404208262941,0.91,0.165,10,Sgcz
0.914,2.76419769050869,0.8280000000000001,3.987894300133613,0.927,0.369,10,Ptprd
0.914,3.3351686292207203,0.8280000000000001,4.811631241905175,0.915,0.173,10,Grm7
0.913,3.246651103511205,0.8260000000000001,4.683927446532296,0.919,0.184,10,Lrfn5
0.912,3.016003467293637,0.8240000000000001,4.351173245568449,0.919,0.212,10,Unc5c
0.911,2.8441384101484513,0.8220000000000001,4.10322437992299,0.906,0.195,10,Cacna1c
0.911,1.865899351113765,0.8220000000000001,2.691923740649763,0.949,0.312,10,Resp18
0.911,3.576141157632777,0.8220000000000001,5.159281113635725,0.915,0.119,10,Cntn4
0.911,3.6812115944517445,0.8220000000000001,5.310865711778485,0.915,0.169,10,Cdh18
0.907,2.146183382187517,0.8140000000000001,3.096288122320233,0.927,0.236,10,Grip1
0.906,2.7544117736965514,0.812,3.973776206478189,0.91,0.195,10,Ppfia2
0.906,1.4908061127316528,0.812,2.150778585764906,0.962,0.402,10,Rtn1
0.905,2.3808459919657823,0.81,3.4348347057293984,0.923,0.243,10,Cacnb2
0.905,2.817390619657731,0.81,4.064635475227294,0.906,0.25,10,Csmd3
0.905,2.434096289687998,0.81,3.5116586461791,0.927,0.247,10,Lhfpl3
0.905,2.2224965408431876,0.81,3.206384737867343,0.932,0.258,10,Nkain2
0.901,2.7281443797650535,0.802,3.9358803675161385,0.915,0.217,10,Cdh13
0.901,3.635759108511473,0.802,5.24529163571638,0.897,0.164,10,Khdrbs2
0.899,2.2126234719166167,0.798,3.1921409102886242,0.927,0.241,10,Celf4
0.897,2.5178439002368145,0.794,3.6324809086041774,0.902,0.27,10,Gpr158
0.896,2.9439522986270643,0.792,4.247225381842932,0.923,0.271,10,Pcsk2
0.895,2.235184960816402,0.79,3.224690258439414,0.915,0.162,10,Sntg1
0.894,2.7345330761784505,0.788,3.945097308149494,0.906,0.206,10,Pde1a
0.894,2.7168934274028715,0.788,3.91964867433794,0.897,0.185,10,Nell1
0.894,2.1048887317379403,0.788,3.036712534901387,0.91,0.173,10,Frmd5
0.892,1.788047822648108,0.784,2.5796077266067337,0.919,0.248,10,Ssh2
0.891,2.4810734720393723,0.782,3.5794323941923643,0.902,0.274,10,Cadps
0.889,2.3249614427439287,0.778,3.3542103437047155,0.868,0.205,10,Cdr1os
0.889,2.020513193409293,0.778,2.9149843641823083,0.897,0.224,10,Stxbp5l
0.889,1.9608736766301529,0.778,2.82894272908403,0.923,0.276,10,Ly6h
0.888,2.451280320427272,0.776,3.536449962109133,0.893,0.272,10,5330434G04Rik
